,Unnamed: 0,accident_id,accident_year,outcome,num_parties,party1_type,party2_type,accident_nature,road_situation,built_up_area,speed_limit_kmh,street_lighting,road_surface,road_condition,light_condition,weather_condition,street_name,municipality,shape,geometry,longitude,latitude,cluster,future_hotspot_spatial,outcome_encoded,future_hotspot_pred
1393,87269,20210023738,2021,Uitsluitend materiele schade,2,bromfiets,personenauto,Kop/staart,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Heimansweg,amsterdam,POINT (122743.99219999835 489046.4065999985),POINT (4.91338107702441 52.3883230825077),4.91338107702441,52.3883230825077,1,1,2,1
1394,87400,20210011584,2021,Uitsluitend materiele schade,2,bromfiets,personenauto,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Unknown,Droog,Daglicht,Droog,Schepenlaan,amsterdam,POINT (122671.27329999954 490702.8156999983),POINT (4.912153398574538 52.403205398711144),4.912153398574538,52.40320539871114,1,1,2,1
1395,87461,20210026497,2021,Uitsluitend materiele schade,2,personenauto,e-bike,Onbekend,"Kruispunt, 4 takken",Binnen,Unknown,Niet brandend,Beton,Droog,Daglicht,Droog,Seineweg,amsterdam,POINT (116309.21999999881 489199.5460000001),POINT (4.8188441996390505 52.38928350706438),4.8188441996390505,52.38928350706438,1,1,2,1
1396,87475,20210004539,2021,Uitsluitend materiele schade,2,personenauto,fiets,Flank,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Haarlemmerstraat,amsterdam,POINT (121349.47500000149 488121.8770000003),POINT (4.892989707268049 52.37993036497561),4.892989707268049,52.37993036497561,1,1,2,1
1397,87637,20210044765,2021,Uitsluitend materiele schade,2,personenauto,bromfiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Burg Cramergracht,amsterdam,POINT (117173.79250000045 487315.25719999894),POINT (4.8317561857037274 52.37240928476049),4.831756185703728,52.37240928476049,1,1,2,1
1398,87703,20210037359,2021,Letsel,2,personenauto,fiets,Flank,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Elandsgracht,amsterdam,POINT (120261.69000000134 486858.9539999999),POINT (4.87714489119339 52.36851238497796),4.87714489119339,52.36851238497796,1,1,1,1
1399,87732,20210036766,2021,Uitsluitend materiele schade,2,personenauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Beton,Droog,Daglicht,Droog,Warmondstraat,amsterdam,POINT (118364.50869999826 485354.2644999996),POINT (4.849453820025584 52.354866069508994),4.849453820025584,52.354866069508994,1,1,2,1
1400,87810,20210046816,2021,Letsel,2,personenauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,30.0,Niet aanwezig,ZOAB,Droog,Daglicht,Droog,Jan Pieter Heijestraat,amsterdam,POINT (119436.67680000141 486024.68290000036),POINT (4.8651200139657425 52.36096175850215),4.865120013965743,52.36096175850215,1,1,1,1
1401,87811,20210046818,2021,Letsel,2,bromfiets,voetganger,Voetganger,Bocht,Binnen,50.0,Niet brandend,Beton,Droog,Daglicht,Droog,Kostverlorenstraat,amsterdam,POINT (120105.56300000101 488015.4230000004),POINT (4.874732508514612 52.37889598495011),4.874732508514612,52.37889598495011,1,1,1,1
1402,87980,20210065503,2021,Uitsluitend materiele schade,1,bromfiets,unknown,Eenzijdig,Rechte weg,Buiten,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,Unknown,Hobbemakade,amsterdam,POINT (120882.92500000075 485273.34600000083),POINT (4.8864269471671244 52.35430098694261),4.8864269471671244,52.35430098694261,1,1,2,1
1403,88006,20210066652,2021,Uitsluitend materiele schade,2,personenauto,bromfiets,Onbekend,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,Droog,KINKERBRUG 0266,amsterdam,POINT (119116.25710000098 486427.7906999998),POINT (4.8603732945253935 52.36456376026658),4.8603732945253935,52.36456376026658,1,1,2,1
1404,88364,20210091237,2021,Uitsluitend materiele schade,2,snorfiets,bestelauto,Flank,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,President Allendelaan,amsterdam,POINT (115452.42700000107 486673.31799999997),POINT (4.806556027463559 52.366518779588034),4.806556027463559,52.366518779588034,1,1,2,1
1405,88658,20220081372,2022,Uitsluitend materiele schade,2,personenauto,fiets,Frontaal,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Marnixplein,amsterdam,POINT (120382.59380000085 487952.09629999846),POINT (4.878807449418029 52.378344388158865),4.878807449418029,52.37834438815887,1,1,2,1
1406,88691,20220081398,2022,Uitsluitend materiele schade,2,fiets,fiets,Onbekend,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Klinkers,Droog,Schemer,Droog,Westerdokskade,amsterdam,POINT (121384.98519999906 488460.37029999867),POINT (4.8934773466370345 52.38297467278189),4.8934773466370345,52.38297467278189,1,1,2,1
1407,88889,20220055505,2022,Uitsluitend materiele schade,1,bromfiets,unknown,Eenzijdig,Rotonde,Binnen,Unknown,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Noordzijde,amsterdam,POINT (116344.24460000172 487416.9428000003),POINT (4.819563798139871 52.37326538451984),4.819563798139871,52.37326538451984,1,1,2,1
1408,88890,20220055507,2022,Uitsluitend materiele schade,2,personenauto,fiets,Flank,Rechte weg,Binnen,50.0,Brandend,Beton,Droog,Duisternis,Unknown,Haarlemmerweg,amsterdam,POINT (119936.41299999878 488742.16099999845),POINT (4.872172555081724 52.385416584646684),4.872172555081724,52.38541658464669,1,1,2,1
1409,88931,20220054271,2022,Uitsluitend materiele schade,2,bromfiets,personenauto,Flank,Rechte weg,Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,Regen,Bos en Lommerweg,amsterdam,POINT (118791.83999999985 488286.9910000004),POINT (4.855410230626212 52.38125156351115),4.855410230626212,52.38125156351115,1,1,2,1
1410,88932,20220054273,2022,Uitsluitend materiele schade,1,bromfiets,unknown,Eenzijdig,Rechte weg,Binnen,30.0,Niet brandend,Klinkers,Nat,Daglicht,Regen,Speerstraat,amsterdam,POINT (119227.2650000006 484760.89550000057),POINT (4.862180275355617 52.34959014054383),4.862180275355617,52.34959014054383,1,1,2,1
1411,88972,20220054402,2022,Uitsluitend materiele schade,1,bromfiets,unknown,Onbekend,Rechte weg,Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,Droog,Houtmankade,amsterdam,POINT (120782.86199999973 489172.2490000017),POINT (4.884561345881931 52.38933531001602),4.884561345881931,52.38933531001602,1,1,2,1
1412,88978,20220055666,2022,Uitsluitend materiele schade,2,bestelauto,snorfiets,Eenzijdig,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Heemstedestraat,amsterdam,POINT (118180.26399999857 484991.0179999992),POINT (4.8467892713222716 52.35158915753174),4.846789271322272,52.35158915753174,1,1,2,1
1413,89073,20220102488,2022,Uitsluitend materiele schade,2,brommobiel,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,Droog,FIETSPAD,amsterdam,POINT (117743.06010000035 488682.6785000004),POINT (4.839963436873867 52.3847375174008),4.839963436873867,52.3847375174008,1,1,2,1
1414,89090,20220055829,2022,Uitsluitend materiele schade,3,fiets,fiets,Onbekend,Rechte weg,Binnen,50.0,Niet brandend,Beton,Droog,Daglicht,Droog,IJdoornlaan,amsterdam,POINT (122672.85099999979 492046.0480000004),POINT (4.912047143571218 52.41527744787802),4.912047143571218,52.41527744787802,1,1,2,1
1415,89143,20220102663,2022,Uitsluitend materiele schade,3,personenauto,fiets,Flank,Rechte weg,Binnen,50.0,Unknown,Klinkers,Droog,Daglicht,Droog,Amstelkade,amsterdam,POINT (122220.09299999848 484687.3229999989),POINT (4.906110583105559 52.34911560106351),4.906110583105559,52.34911560106351,1,1,2,1
1416,89441,20230004174,2023,Uitsluitend materiele schade,2,bestelauto,bromfiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Beton,Droog,Daglicht,Droog,Jan van Galenstraat,amsterdam,POINT (119606.50600000098 487668.313000001),POINT (4.867440032628731 52.37574447456449),4.867440032628731,52.37574447456449,1,1,2,1
1417,89536,20230004443,2023,Uitsluitend materiele schade,2,bestelauto,fiets,Geparkeerd voertuig,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Overtoom,amsterdam,POINT (120068.87999999896 486201.80700000003),POINT (4.874382260170822 52.362594189444394),4.874382260170822,52.3625941894444,1,1,2,1
1418,89780,20210069658,2021,Letsel,2,personenauto,fiets,Flank,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,Regen,Meibergdreef,amsterdam,POINT (125925.9840000011 478583.2250000015),POINT (4.9610250848615856 52.29446388121202),4.9610250848615856,52.29446388121202,0,1,1,1
1419,89781,20210070122,2021,Letsel,2,personenauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Sarphatistraat,amsterdam,POINT (122350.29199999943 486026.3500000015),POINT (4.907891427006411 52.361157641612415),4.907891427006411,52.361157641612415,1,1,1,1
1420,89816,20210021953,2021,Letsel,2,bromfiets,voetganger,Voetganger,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Rijnstraat,amsterdam,POINT (122202.66000000015 484170.8969999999),POINT (4.905905061654983 52.344473258815455),4.905905061654983,52.344473258815455,1,1,1,1
1421,90066,20230004214,2023,Letsel,3,personenauto,fiets,Onbekend,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,Olympiaplein,amsterdam,POINT (119542.8658999987 484827.82919999957),POINT (4.866805002904878 52.35021214903571),4.866805002904878,52.35021214903571,1,1,1,1
1422,90227,20220142071,2022,Uitsluitend materiele schade,2,bestelauto,bromfiets,Frontaal,Rotonde,Binnen,50.0,Unknown,ZOAB,Droog,Daglicht,Unknown,Softwareweg,amsterdam,POINT (120926.27120000124 491419.6314000003),POINT (4.886439769220668 52.409541983850495),4.886439769220668,52.409541983850495,1,1,2,1
1423,90276,20220177882,2022,Uitsluitend materiele schade,2,personenauto,fiets,Flank,Rechte weg,Binnen,30.0,Brandend,ZOAB,Droog,Duisternis,Droog,Weteringschans,amsterdam,POINT (121056.30999999866 485918.3920000009),POINT (4.888906742926325 52.36010895715839),4.888906742926325,52.36010895715839,1,1,2,1
1424,90294,20220142227,2022,Letsel,2,personenauto,bromfiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Heemstedestraat,amsterdam,POINT (117769.89539999887 484999.69260000065),POINT (4.840765462190824 52.351639466335016),4.840765462190824,52.351639466335016,1,1,1,1
1425,90461,20220142582,2022,Uitsluitend materiele schade,2,bromfiets,voetganger,Voetganger,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Klinkers,Droog,Duisternis,Droog,Kerkstraat,amsterdam,POINT (121271.43510000035 486232.1684000008),POINT (4.892033222790585 52.362942213353975),4.892033222790585,52.362942213353975,1,1,2,1
1426,90484,20220123906,2022,Letsel,2,fiets,fiets,Kop/staart,Rechte weg,Binnen,15.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Westerpark,amsterdam,POINT (120455.68400000036 488861.86100000143),POINT (4.87978727176876 52.3865252819946),4.87978727176876,52.3865252819946,1,1,1,1
1427,90485,20220123917,2022,Uitsluitend materiele schade,2,bromfiets,bromfiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Klinkers,Droog,Schemer,Droog,Singel,amsterdam,POINT (121017.25759999827 487264.3436000012),POINT (4.888197430011961 52.37220301020308),4.888197430011961,52.37220301020308,1,1,2,1
1428,90486,20220123924,2022,Letsel,2,bromfiets,fiets,Frontaal,Rotonde,Binnen,Unknown,Brandend,ZOAB,Droog,Duisternis,Droog,Ookmeerweg,amsterdam,POINT (114136.15909999982 486261.9305000007),POINT (4.787281220336844 52.36272520867678),4.787281220336844,52.36272520867678,1,1,1,1
1429,90496,20220155395,2022,Letsel,2,personenauto,e-bike,Onbekend,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,Hoekenes,amsterdam,POINT (115185.6110999994 485143.53990000114),POINT (4.802819858658202 52.35275107078076),4.802819858658202,52.35275107078076,1,1,1,1
1430,90523,20220123979,2022,Letsel,2,personenauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,ZOAB,Droog,Daglicht,Droog,Oostelijke Handelskade,amsterdam,POINT (124161.5111999996 487499.35770000145),POINT (4.934345031363523 52.374500731003245),4.934345031363523,52.374500731003245,1,1,1,1
1431,90533,20220141387,2022,Uitsluitend materiele schade,2,bromfiets,personenauto,Flank,Rechte weg,Binnen,30.0,Brandend,Klinkers,Droog,Duisternis,Droog,Lijnbaansgracht,amsterdam,POINT (120588.86199999973 488311.4820000008),POINT (4.881799815918935 52.38158724916588),4.881799815918935,52.38158724916588,1,1,2,1
1432,90556,20220124042,2022,Letsel,2,personenauto,snorfiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Pieter Calandlaan,amsterdam,POINT (114996.72679999843 485085.71119999886),POINT (4.8000544832067975 52.35221763193469),4.8000544832067975,52.35221763193469,1,1,1,1
1433,90560,20220141453,2022,Uitsluitend materiele schade,2,personenauto,fiets,Flank,Rotonde,Binnen,Unknown,Brandend,ZOAB,Nat,Duisternis,Droog,Schipluidenlaan,amsterdam,POINT (117453.10319999978 485535.7085000016),POINT (4.836056178542548 52.356435223432925),4.836056178542548,52.356435223432925,1,1,2,1
1434,90615,20220155620,2022,Uitsluitend materiele schade,1,snorfiets,unknown,Onbekend,Rechte weg,Binnen,Unknown,Niet brandend,Overig asfalt,Nat,Daglicht,Droog,Abcouderpad,amsterdam,POINT (125223.0540000014 480910.73800000176),POINT (4.950516058045231 52.315344758519956),4.950516058045231,52.31534475851996,0,1,2,1
1435,90721,20220141856,2022,Uitsluitend materiele schade,2,personenauto,e-bike,Onbekend,Rotonde,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Volendammerweg,amsterdam,POINT (125714.5522999987 489448.02739999816),POINT (4.956980734259642 52.392099102946545),4.956980734259642,52.39209910294655,1,1,2,1
1436,90744,20230048945,2023,Uitsluitend materiele schade,2,personenauto,fiets,Flank,"Kruispunt, 3 takken",Binnen,50.0,Unknown,Beton,Droog,Daglicht,Droog,Middenweg,amsterdam,POINT (125257 483777),POINT (4.950760823631897 52.34110692580272),4.950760823631897,52.34110692580272,1,1,2,1
1437,90781,20230058384,2023,Uitsluitend materiele schade,2,fiets,fiets,Flank,"Kruispunt, 4 takken",Binnen,Unknown,Niet brandend,Klinkers,Droog,Daglicht,Droog,Apollolaan,amsterdam,POINT (119996.12909999862 484890.7738999985),POINT (4.873450675447867 52.35080691324531),4.873450675447867,52.35080691324531,1,1,2,1
1438,90782,20230059916,2023,Uitsluitend materiele schade,2,bromfiets,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Amsteldijk,amsterdam,POINT (122142.39719999954 485457.1449000016),POINT (4.904895142482459 52.356029612268806),4.904895142482459,52.356029612268806,1,1,2,1
1439,90820,20230059529,2023,Letsel,2,personenauto,fiets,Flank,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Weteringschans,amsterdam,POINT (120914.3909999989 486054.6279999986),POINT (4.886809623000567 52.361324564275286),4.886809623000567,52.361324564275286,1,1,1,1
1440,90852,20230050198,2023,Uitsluitend materiele schade,1,fiets,unknown,Flank,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Bos en Lommerweg,amsterdam,POINT (117606.14200000092 488016.625),POINT (4.838026571539376 52.37874224452898),4.838026571539376,52.37874224452898,1,1,2,1
1441,90866,20230059592,2023,Letsel,2,personenauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,ZOAB,Droog,Daglicht,Droog,Sarphatistraat,amsterdam,POINT (123093.75979999825 486291.4578999989),POINT (4.918780372709457 52.36358394068061),4.918780372709457,52.36358394068061,1,1,1,1
1442,90886,20230059231,2023,Uitsluitend materiele schade,2,personenauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Beton,Droog,Daglicht,Droog,Osdorper Ban,amsterdam,POINT (114378.45630000159 485986.61569999903),POINT (4.7908714631392515 52.360268875639065),4.790871463139252,52.360268875639065,1,1,2,1
1443,90888,20230059608,2023,Uitsluitend materiele schade,2,personenauto,fiets,Flank,Rotonde,Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,Regen,Johan van Hasseltweg,amsterdam,POINT (123443.36780000106 488964.3883999996),POINT (4.923661906748472 52.38762661372296),4.923661906748472,52.38762661372296,1,1,2,1
1444,90925,20230048630,2023,Uitsluitend materiele schade,2,personenauto,fiets,Onbekend,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Van Leijenberghlaan,amsterdam,POINT (120394.49639999866 482805.3647999987),POINT (4.879511679116339 52.33208988199755),4.879511679116339,52.33208988199755,1,1,2,1
1445,90952,20230049799,2023,Letsel,2,fiets,bromfiets,Flank,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,De Heusweg,amsterdam,POINT (122766.93780000135 482683.5042999983),POINT (4.914327917826309 52.331138884132315),4.914327917826309,52.33113888413232,1,1,1,1
1446,90969,20230059368,2023,Uitsluitend materiele schade,2,fiets,scootmobiel,Frontaal,"Kruispunt, 3 takken",Binnen,Unknown,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Pieter Calandlaan,amsterdam,POINT (116098.65080000088 485425.37209999934),POINT (4.8161879633118 52.35534936663315),4.8161879633118,52.35534936663315,1,1,2,1
1447,90992,20230059391,2023,Uitsluitend materiele schade,2,personenauto,snorfiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Beton,Droog,Daglicht,Droog,Nassaukade,amsterdam,POINT (120218.34569999948 486842.688000001),POINT (4.876510177961057 52.368363454547456),4.876510177961057,52.368363454547456,1,1,2,1
1448,90998,20230066412,2023,Uitsluitend materiele schade,2,personenauto,fiets,Flank,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Nat,Daglicht,Droog,Weteringschans,amsterdam,POINT (120914.3909999989 486054.6279999986),POINT (4.886809623000567 52.361324564275286),4.886809623000567,52.361324564275286,1,1,2,1
1449,91012,20230065959,2023,Letsel,2,personenauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,ZOAB,Droog,Daglicht,Droog,Pieter Lastmankade,amsterdam,POINT (119066.91059999913 484685.7564000003),POINT (4.859834928605797 52.3489043807098),4.859834928605797,52.3489043807098,1,1,1,1
1450,91015,20230039998,2023,Letsel,2,fiets,unknown,Eenzijdig,Rechte weg,Binnen,30.0,Niet brandend,Klinkers,Unknown,Daglicht,Droog,Warmoesstraat,amsterdam,POINT (121454.96999999881 487352.4690000005),POINT (4.894615829745794 52.37302193127701),4.894615829745794,52.37302193127701,1,1,1,1
1451,91022,20230049924,2023,Letsel,2,e-bike,fiets,Flank,"Kruispunt, 3 takken",Binnen,30.0,Niet aanwezig,Klinkers,Droog,Daglicht,Droog,ms. van Riemsdijkweg,amsterdam,POINT (121425.19310000166 490632.1629999988),POINT (4.8938507133221245 52.40249558816093),4.8938507133221245,52.40249558816093,1,1,1,1
1452,91093,20230039565,2023,Letsel,1,bromfiets,unknown,Eenzijdig,"Kruispunt, 3 takken",Binnen,50.0,Unknown,Unknown,Droog,Daglicht,Droog,Spaarndammerdijk,amsterdam,POINT (119662.86300000176 489589.1629000008),POINT (4.868065542092662 52.39301124613381),4.868065542092662,52.39301124613381,1,1,1,1
1453,91094,20230040710,2023,Letsel,2,personenauto,fiets,Frontaal,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Sarphatikade,amsterdam,POINT (121917.871199999 485763.8707000017),POINT (4.901569324398767 52.35877278398171),4.901569324398767,52.35877278398171,1,1,1,1
1454,91219,20220210993,2022,Uitsluitend materiele schade,2,personenauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,30.0,Brandend,Overig asfalt,Droog,Duisternis,Droog,Johan Huizingalaan,amsterdam,POINT (116874.78229999915 485517.3872000016),POINT (4.827569511215957 52.35623073644463),4.827569511215957,52.35623073644463,1,1,2,1
1455,91220,20220211698,2022,Letsel,2,bromfiets,personenauto,Flank,"Kruispunt, 3 takken",Binnen,Unknown,Brandend,Overig asfalt,Nat,Schemer,Regen,President Allendelaan,amsterdam,POINT (116188.4990000017 487087.39400000125),POINT (4.8173149139057365 52.37029267647652),4.8173149139057365,52.37029267647652,1,1,1,1
1456,91292,20220211066,2022,Uitsluitend materiele schade,2,fiets,unknown,Flank,Rechte weg,Binnen,30.0,Brandend,Beton,Droog,Duisternis,Droog,Spuistraat,amsterdam,POINT (121054.69099999964 486941.30099999905),POINT (4.888779709610436 52.36930204797056),4.888779709610436,52.36930204797056,1,1,2,1
1457,91392,20220211242,2022,Letsel,2,bromfiets,bromfiets,Flank,Rechte weg,Binnen,50.0,Niet brandend,Klinkers,Nat,Daglicht,Regen,Burgemeester Fockstraat,amsterdam,POINT (117329.62299999967 488565.8370000012),POINT (4.833904124479462 52.38365922300584),4.833904124479462,52.38365922300584,1,1,1,1
1458,91571,20220210723,2022,Uitsluitend materiele schade,1,bromfiets,unknown,Flank,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,Brentanostraat,amsterdam,POINT (124834.57429999858 481201.30260000005),POINT (4.944793044301098 52.317935025591744),4.944793044301098,52.317935025591744,0,1,2,1
1459,91572,20220211418,2022,Uitsluitend materiele schade,2,bromfiets,personenauto,Flank,"Kruispunt, 4 takken",Binnen,Unknown,Niet aanwezig,Klinkers,Nat,Daglicht,Droog,Burg De Vlugtlaan,amsterdam,POINT (116673.14079999924 488254.93930000067),POINT (4.8242976669534645 52.38081968322935),4.8242976669534645,52.38081968322935,1,1,2,1
1460,91573,20220211423,2022,Letsel,2,vrachtauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,ZOAB,Droog,Daglicht,Droog,Derde Schinkelstraat,amsterdam,POINT (118808.4189000018 485163.24230000004),POINT (4.8559899915124625 52.353178720115196),4.855989991512463,52.3531787201152,1,1,1,1
1461,91610,20220212115,2022,Uitsluitend materiele schade,2,personenauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,ZOAB,Nat,Schemer,Droog,Jan van Galenstraat,amsterdam,POINT (118723.23660000041 487487.83570000157),POINT (4.85448896403016 52.374064835927776),4.85448896403016,52.374064835927776,1,1,2,1
1462,91978,20230111173,2023,Letsel,2,bestelauto,e-bike,Flank,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,J.H. van Heekweg,amsterdam,POINT (124556.71290000156 490798.69999999925),POINT (4.939849256728185 52.404174993059236),4.939849256728185,52.40417499305924,1,1,1,1
1463,91997,20230111341,2023,Letsel,2,bromfiets,fiets,Flank,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Ferdinand Bolstraat,amsterdam,POINT (121216.73099999875 484988.3830000013),POINT (4.891355055711306 52.351760558192886),4.891355055711306,52.351760558192886,1,1,1,1
1464,92070,20230067826,2023,Uitsluitend materiele schade,2,personenauto,fiets,Flank,Rechte weg,Binnen,50.0,Niet aanwezig,Overig asfalt,Droog,Daglicht,Droog,Eerste Kostverlorenkade,amsterdam,POINT (120023.89299999923 488057.04300000146),POINT (4.8735287880810745 52.37926483792694),4.8735287880810745,52.37926483792694,1,1,2,1
1465,92108,20230023785,2023,Uitsluitend materiele schade,2,bestelauto,fiets,Flank,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,Regen,Nassaukade,amsterdam,POINT (120367 486331),POINT (4.878745473182929 52.36377416193088),4.878745473182929,52.36377416193088,1,1,2,1
1466,92164,20230020996,2023,Uitsluitend materiele schade,2,personenauto,fiets,Flank,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,ZOAB,Nat,Daglicht,Harde windstoten/Regen,Ruys de Beerenbrouckstr,amsterdam,POINT (115460.1400000006 488438.6737000011),POINT (4.806461559201304 52.382384911824964),4.806461559201304,52.38238491182496,1,1,2,1
1467,92183,20230079115,2023,Letsel,2,fiets,scootmobiel,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet aanwezig,Overig asfalt,Droog,Daglicht,Droog,C. van Eesterenlaan,amsterdam,POINT (124426.10790000111 487378.03559999913),POINT (4.93824152190448 52.37342516421145),4.93824152190448,52.37342516421145,1,1,1,1
1468,92282,20230077239,2023,Letsel,2,personenauto,bromfiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,Droog,Osdorpplein,amsterdam,POINT (115468.48099999875 486017.3429999985),POINT (4.806868845532072 52.360624553959184),4.806868845532072,52.360624553959184,1,1,1,1
1469,92327,20230036499,2023,Letsel,3,fiets,fiets,Onbekend,Rechte weg,Buiten,30.0,Niet brandend,ZOAB,Droog,Daglicht,Droog,Van Eeghenlaan,amsterdam,POINT (120078.77899999917 485720.31799999997),POINT (4.874577576526279 52.35826753639601),4.874577576526279,52.35826753639601,1,1,1,1
1470,92365,20230077887,2023,Uitsluitend materiele schade,2,bromfiets,personenauto,Flank,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,Oltmansstraat,amsterdam,POINT (115929 487888),POINT (4.8134116609336965 52.37746947671655),4.8134116609336965,52.37746947671655,1,1,2,1
1471,92383,20230023531,2023,Uitsluitend materiele schade,2,bromfiets,personenauto,Kop/staart,Rechte weg,Binnen,50.0,Niet aanwezig,Overig asfalt,Droog,Daglicht,Droog,Leeuwenhoekstraat,amsterdam,POINT (122360.44999999925 485671.2120000012),POINT (4.908075010099445 52.35796650250044),4.908075010099445,52.35796650250044,1,1,2,1
1472,92397,20230078041,2023,Uitsluitend materiele schade,1,fiets,unknown,Eenzijdig,Rechte weg,Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,Regen,Jan van Galenstraat,amsterdam,POINT (118380.98999999836 487355.1070000008),POINT (4.8494778298211445 52.37284925412981),4.8494778298211445,52.37284925412981,1,1,2,1
1473,92405,20230020213,2023,Uitsluitend materiele schade,2,snorfiets,personenauto,Geparkeerd voertuig,Rechte weg,Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,Droog,De Clercqstraat,amsterdam,POINT (119614.0549999997 487061.811999999),POINT (4.867614743419443 52.370294177983176),4.867614743419443,52.370294177983176,1,1,2,1
1474,92453,20230077722,2023,Uitsluitend materiele schade,2,personenauto,fiets,Flank,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Schemer,Droog,Admiraal De Ruijterweg,amsterdam,POINT (118500.85000000149 488454.12999999896),POINT (4.8511184404277 52.38273441042085),4.8511184404277,52.38273441042085,1,1,2,1
