,Unnamed: 0,accident_id,accident_year,outcome,num_parties,party1_type,party2_type,accident_nature,road_situation,built_up_area,speed_limit_kmh,street_lighting,road_surface,road_condition,light_condition,weather_condition,street_name,municipality,shape,geometry,longitude,latitude,cluster,future_hotspot_spatial,outcome_encoded,future_hotspot_pred
5684,358000,20230066907,2023,Letsel,2,bromfiets,voetganger,Voetganger,Rechte weg,Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,Prinsengracht,amsterdam,POINT (120737.03599999845 487623.7179999985),POINT (4.884046134778392 52.37541539580356),4.884046134778392,52.37541539580356,1,1,1,1
5685,358053,20230020944,2023,Letsel,3,personenauto,fiets,Onbekend,Rechte weg,Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,Droog,Stadhouderskade,amsterdam,POINT (120686.35399999842 486088.743999999),POINT (4.883458562656379 52.36161697790491),4.883458562656379,52.36161697790491,1,1,1,1
5686,358126,20230067963,2023,Letsel,2,personenauto,bromfiets,Flank,Rotonde,Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,Regen,Rijnsburgstraat,amsterdam,POINT (118157.56320000067 484475.4565999992),POINT (4.846512545176255 52.346954141390256),4.846512545176255,52.346954141390256,1,1,1,1
5687,358135,20230020493,2023,Uitsluitend materiele schade,2,bromfiets,lichtmast,Vast voorwerp,Rechte weg,Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,Droog,Waddenweg,amsterdam,POINT (123526.56399999931 489337.73600000143),POINT (4.924848966076593 52.390986775030136),4.924848966076593,52.390986775030136,1,1,2,1
5688,358198,20230036393,2023,Letsel,3,fiets,personenauto,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Amstelveenseweg,amsterdam,POINT (118924.43389999866 483804.6385000013),POINT (4.857838405180962 52.3409761738548),4.857838405180962,52.3409761738548,1,1,1,1
5689,358290,20230024071,2023,Letsel,2,personenauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Buitenveldertselaan,amsterdam,POINT (119688.27459999919 483132.5760000013),POINT (4.869116891992103 52.334985732726835),4.869116891992103,52.33498573272684,1,1,1,1
5690,358393,20230020805,2023,Uitsluitend materiele schade,2,bromfiets,personenauto,Flank,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,TORONTOBRUG 0350,amsterdam,POINT (122075.32770000026 485756.7972000018),POINT (4.90388134824263 52.358718671346416),4.90388134824263,52.358718671346416,1,1,2,1
5691,358408,20230078317,2023,Uitsluitend materiele schade,3,snorfiets,fiets,Onbekend,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Olympiaplein,amsterdam,POINT (119542.8658999987 484827.82919999957),POINT (4.866805002904878 52.35021214903571),4.866805002904878,52.35021214903571,1,1,2,1
5692,358425,20230098027,2023,Uitsluitend materiele schade,2,fiets,personenauto,Flank,Rechte weg,Binnen,50.0,Brandend,Klinkers,Droog,Duisternis,Droog,Dammerweg,amsterdam,POINT (133344.3359999992 477516.26900000125),POINT (5.069832920621016 52.285216350102665),5.069832920621016,52.285216350102665,-1,0,2,0
5693,358464,20230102534,2023,Uitsluitend materiele schade,2,unknown,fiets,Onbekend,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,Regen,Rozengracht,amsterdam,POINT (120318 487326),POINT (4.877923465754311 52.37271341598058),4.877923465754311,52.37271341598058,1,1,2,1
5694,358499,20230087012,2023,Uitsluitend materiele schade,3,fiets,personenauto,Onbekend,Rechte weg,Binnen,30.0,Niet brandend,Klinkers,Nat,Daglicht,Regen,Jacob van Lennepstraat,amsterdam,POINT (119932.4609999992 486584.44900000095),POINT (4.872339671008533 52.36602440920882),4.872339671008533,52.36602440920882,1,1,2,1
5695,358507,20230096979,2023,Letsel,2,personenauto,fiets,Flank,Rotonde,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Plesmanlaan,amsterdam,POINT (115775.01410000026 484931.5716000013),POINT (4.811495240066567 52.35088845708785),4.811495240066567,52.35088845708785,1,1,1,1
5696,358531,20230096995,2023,Uitsluitend materiele schade,2,fiets,fiets,Kop/staart,Rechte weg,Binnen,Unknown,Niet brandend,Beton,Nat,Daglicht,Regen,Rozenburglaan,amsterdam,POINT (124449.10200000182 483584),POINT (4.93892373129922 52.33932804833077),4.93892373129922,52.33932804833077,1,1,2,1
5697,358608,20230097117,2023,Uitsluitend materiele schade,3,fiets,personenauto,Onbekend,Rechte weg,Binnen,50.0,Niet brandend,ZOAB,Nat,Daglicht,Droog,Valkenburgerstraat,amsterdam,POINT (122278.79100000113 486956.188000001),POINT (4.906751306582997 52.36951013819655),4.906751306582997,52.36951013819655,1,1,2,1
5698,358617,20230086604,2023,Uitsluitend materiele schade,2,fiets,motor,Geparkeerd voertuig,Rechte weg,Binnen,30.0,Brandend,Klinkers,Droog,Duisternis,Droog,Haarlemmerdijk,amsterdam,POINT (120846.74700000137 488531.64400000125),POINT (4.885564911057773 52.383582006965746),4.885564911057773,52.38358200696575,1,1,2,1
5699,358653,20230087881,2023,Uitsluitend materiele schade,2,bromfiets,fiets,Flank,"Kruispunt, 3 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,Droog,tt. Vasumweg,amsterdam,POINT (121093.59580000117 491065.9189000018),POINT (4.888934514460405 52.406373459396406),4.888934514460405,52.406373459396406,1,1,2,1
5700,358735,20230087441,2023,Letsel,2,personenauto,fiets,Geparkeerd voertuig,Rechte weg,Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,Regen,Stadhouderskade,amsterdam,POINT (120518.30299999937 486144.54100000113),POINT (4.880985840147014 52.36210791891622),4.880985840147014,52.36210791891622,1,1,1,1
5701,358784,20210080810,2021,Uitsluitend materiele schade,3,bromfiets,fiets,Flank,"Kruispunt, 4 takken",Binnen,Unknown,Niet brandend,ZOAB,Nat,Daglicht,Unknown,Stadhouderskade,amsterdam,POINT (120855.02400000021 485969.80700000003),POINT (4.885946727931439 52.36055856517722),4.885946727931439,52.36055856517722,1,1,2,1
5702,358846,20210087372,2021,Letsel,2,snorfiets,fiets,Onbekend,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Holterbergweg,amsterdam,POINT (124380.43400000036 480382.2580000013),POINT (4.938207130456784 52.31054881553426),4.938207130456784,52.31054881553426,0,1,1,1
5703,358850,20210074698,2021,Letsel,2,e-bike,e-bike,Frontaal,Rechte weg,Binnen,30.0,Niet brandend,Beton,Nat,Daglicht,Regen,Joan Muyskenweg,amsterdam,POINT (122686.77899999917 483071.8020000011),POINT (4.913114730472082 52.33462395954837),4.913114730472082,52.33462395954837,1,1,1,1
5704,358886,20210000390,2021,Dodelijk,3,personenauto,fiets,Onbekend,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Nat,Duisternis,Droog,President Allendelaan,amsterdam,POINT (116148.21799999848 487043.21599999815),POINT (4.816728581418063 52.36989279140172),4.816728581418063,52.36989279140172,1,1,0,1
5705,358902,20210085171,2021,Uitsluitend materiele schade,2,bromfiets,personenauto,Kop/staart,Rechte weg,Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,Unknown,Johan Huizingalaan,amsterdam,POINT (116848.73699999973 485802.4200000018),POINT (4.8271548836842015 52.35879058690099),4.8271548836842015,52.35879058690099,1,1,2,1
5706,358914,20210087196,2021,Uitsluitend materiele schade,1,bromfiets,unknown,Onbekend,Rechte weg,Binnen,30.0,Brandend,Beton,Nat,Duisternis,Regen,Czaar Peterstraat,amsterdam,POINT (124000.62000000104 487212.22100000083),POINT (4.932008918680436 52.37191107935732),4.932008918680436,52.37191107935732,1,1,2,1
5707,358978,20210023477,2021,Letsel,3,fiets,voetganger,Voetganger,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Kinkerstraat,amsterdam,POINT (119427.82999999821 486508.42500000075),POINT (4.86493897154157 52.36530870970224),4.86493897154157,52.36530870970224,1,1,1,1
5708,359159,20210027989,2021,Letsel,2,personenauto,fiets,Flank,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Nat,Daglicht,Regen,Sarphatistraat,amsterdam,POINT (123222.86499999836 486398.1779999994),POINT (4.920665654638742 52.364550554058226),4.920665654638742,52.36455055405823,1,1,1,1
5709,359193,20210010911,2021,Uitsluitend materiele schade,2,personenauto,snorfiets,Onbekend,Rechte weg,Binnen,30.0,Niet brandend,ZOAB,Nat,Daglicht,Droog,Plesmanlaan,amsterdam,POINT (116644.12900000066 484978.18299999833),POINT (4.824245415070338 52.35136872174622),4.824245415070338,52.35136872174622,1,1,2,1
5710,359370,20210074225,2021,Uitsluitend materiele schade,2,personenauto,fiets,Flank,"Kruispunt, 3 takken",Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,Regen,Houthavenkade,amsterdam,POINT (120160.378800001 489562.1251000017),POINT (4.875377084405155 52.39280005997345),4.875377084405155,52.39280005997345,1,1,2,1
5711,359443,20210047182,2021,Uitsluitend materiele schade,2,personenauto,bromfiets,Onbekend,Rechte weg,Binnen,50.0,Niet brandend,Klinkers,Nat,Daglicht,Regen,Osdorper Ban,amsterdam,POINT (115013.27400000021 486191.9979999997),POINT (4.800165826825271 52.36216126531659),4.800165826825271,52.36216126531659,1,1,2,1
5712,359491,20210055021,2021,Uitsluitend materiele schade,2,fiets,fiets,Frontaal,"Kruispunt, 3 takken",Binnen,Unknown,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,P Cornelisz Hooftstr,amsterdam,POINT (120132.69909999892 485782.4752999991),POINT (4.875362623821952 52.35882958735566),4.875362623821952,52.35882958735566,1,1,2,1
5713,359503,20210061526,2021,Uitsluitend materiele schade,1,snorfiets,unknown,Eenzijdig,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,Droog,Willem Schoutenstraat,amsterdam,POINT (118577.63699999824 486721.55099999905),POINT (4.852433990836046 52.36716840684632),4.852433990836046,52.36716840684632,1,1,2,1
5714,359558,20210071186,2021,Uitsluitend materiele schade,2,fiets,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Da Costakade,amsterdam,POINT (120034.79600000009 486767.12099999934),POINT (4.873823106486786 52.36767265788616),4.873823106486786,52.36767265788616,1,1,2,1
5715,359623,20210056642,2021,Uitsluitend materiele schade,2,personenauto,fiets,Onbekend,Rechte weg,Binnen,Unknown,Unknown,Unknown,Nat,Schemer,Droog,Burg Rendorpstraat,amsterdam,POINT (116850.0309999995 487460.80999999866),POINT (4.826985697425674 52.373695001225144),4.826985697425674,52.37369500122514,1,1,2,1
5716,359695,20210072162,2021,Uitsluitend materiele schade,2,personenauto,fiets,Onbekend,Rotonde,Binnen,Unknown,Brandend,Overig asfalt,Droog,Duisternis,Unknown,Johan van Hasseltweg,amsterdam,POINT (123453 488970),POINT (4.923802864758988 52.3876776004963),4.923802864758988,52.3876776004963,1,1,2,1
5717,359700,20210072637,2021,Letsel,2,bromfiets,personenauto,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,ZOAB,Nat,Daglicht,Regen,Tussen Meer,amsterdam,POINT (114989.5390000008 485756.1196000017),POINT (4.7998692512885155 52.35824220996628),4.799869251288516,52.35824220996628,1,1,1,1
5718,359785,20210065506,2021,Uitsluitend materiele schade,3,brommobiel,fiets,Onbekend,Rechte weg,Binnen,50.0,Niet brandend,Klinkers,Droog,Daglicht,Unknown,Elandsgracht,amsterdam,POINT (120369.84899999946 486902.03599999845),POINT (4.878728481793913 52.36890640570618),4.878728481793913,52.36890640570618,1,1,2,1
5719,359798,20210037043,2021,Uitsluitend materiele schade,1,bromfiets,unknown,Onbekend,Rechte weg,Binnen,30.0,Niet brandend,Beton,Droog,Daglicht,Droog,Jan van Galenstraat,amsterdam,POINT (118629 487428),POINT (4.853111655789582 52.37352084411608),4.853111655789582,52.37352084411608,1,1,2,1
5720,359890,20210070499,2021,Uitsluitend materiele schade,2,personenauto,fiets,Frontaal,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,Regen,Linnaeusstraat,amsterdam,POINT (123539 485898),POINT (4.925353664102062 52.36007348031172),4.925353664102062,52.36007348031172,1,1,2,1
5721,360049,20210092807,2021,Letsel,2,personenauto,fiets,Flank,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Van Diemenstraat,amsterdam,POINT (121112.8740000017 489229.59099999815),POINT (4.8894031945765954 52.38987113118168),4.8894031945765954,52.38987113118168,1,1,1,1
5722,360182,20219009524,2021,Uitsluitend materiele schade,3,fiets,personenauto,Flank,"Kruispunt, 3 takken",Binnen,Unknown,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Amstelpark,amsterdam,POINT (121583.66699999943 482790.1229999997),POINT (4.8969587234348575 52.3320264624899),4.8969587234348575,52.3320264624899,1,1,2,1
5723,360248,20219044764,2021,Uitsluitend materiele schade,2,fiets,voetganger,Voetganger,Rechte weg,Binnen,30.0,Unknown,Unknown,Droog,Daglicht,Unknown,Ruiseveenpad,amsterdam,POINT (126956.67100000009 478893.63699999824),POINT (4.976107146537896 52.297307189329246),4.976107146537896,52.297307189329246,-1,0,2,0
5724,360444,20220080610,2022,Uitsluitend materiele schade,2,personenauto,e-bike,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,Regen,Weesperstraat,amsterdam,POINT (122282.78709999844 486276.4690000005),POINT (4.906876123424547 52.36340152599548),4.906876123424547,52.36340152599548,1,1,2,1
5725,360446,20220081443,2022,Letsel,3,personenauto,fiets,Flank,Rechte weg,Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,Lauriergracht,amsterdam,POINT (120488.54100000113 487180.0159999989),POINT (4.880442635939015 52.3714121616148),4.880442635939015,52.3714121616148,1,1,1,1
5726,360477,20220080761,2022,Uitsluitend materiele schade,2,personenauto,fiets,Onbekend,"Kruispunt, 3 takken",Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,Regen,Haarlemmerweg,amsterdam,POINT (119741.21020000055 488731.59259999916),POINT (4.869306538411736 52.38530910038971),4.869306538411736,52.38530910038971,1,1,2,1
5727,360542,20220080950,2022,Uitsluitend materiele schade,2,bromfiets,fiets,Frontaal,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Prins Hendrikkade,amsterdam,POINT (122217.43299999833 487447.66600000113),POINT (4.9058024693212365 52.37392354251287),4.9058024693212365,52.37392354251287,1,1,2,1
5728,360568,20220055371,2022,Letsel,2,fiets,personenauto,Geparkeerd voertuig,Rechte weg,Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,Willemsstraat,amsterdam,POINT (120641.55099999905 488239.30000000075),POINT (4.88258102508595 52.38094183053116),4.88258102508595,52.38094183053116,1,1,1,1
5729,360675,20220036093,2022,Uitsluitend materiele schade,2,personenauto,e-bike,Flank,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,Droog,Weesperstraat,amsterdam,POINT (122282.78709999844 486276.4690000005),POINT (4.906876123424547 52.36340152599548),4.906876123424547,52.36340152599548,1,1,2,1
5730,360682,20220054240,2022,Letsel,2,fiets,lichtmast,Vast voorwerp,Rechte weg,Binnen,30.0,Brandend,Beton,Droog,Duisternis,Droog,Weesperzijde,amsterdam,POINT (123374.52800000086 483909.1409999989),POINT (4.9231262007374195 52.342189440926475),4.92312620073742,52.34218944092648,1,1,1,1
5731,360691,20220081224,2022,Uitsluitend materiele schade,2,personenauto,fiets,Geparkeerd voertuig,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Unknown,Koninginneweg,amsterdam,POINT (119421.19200000167 485214.0639999993),POINT (4.864978441660085 52.353675491079166),4.864978441660085,52.353675491079166,1,1,2,1
5732,360857,20220103245,2022,Letsel,2,fiets,voetganger,Voetganger,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Stromarkt,amsterdam,POINT (121435.59499999881 487982.98800000176),POINT (4.894268354149739 52.378687402274196),4.894268354149739,52.3786874022742,1,1,1,1
5733,361192,20230097788,2023,Uitsluitend materiele schade,2,bromfiets,bestelauto,Onbekend,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Schemer,Unknown,Westpoortweg,amsterdam,POINT (110832.80999999866 492977.12000000104),POINT (4.7379041224491765 52.42281930826377),4.7379041224491765,52.42281930826377,-1,0,2,0
5734,361275,20230006113,2023,Letsel,2,trein/tram,e-bike,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Belgiëplein,amsterdam,POINT (115732 484413),POINT (4.8109244612743565 52.34622485901644),4.8109244612743565,52.34622485901644,1,1,1,1
5735,361316,20230004678,2023,Letsel,2,personenauto,fiets,Frontaal,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Beton,Nat,Daglicht,Droog,FIETSPAD,amsterdam,POINT (126064.81060000136 487036.07820000127),POINT (4.962333861478497 52.37044065808966),4.962333861478497,52.37044065808966,1,1,1,1
5736,361401,20230078571,2023,Uitsluitend materiele schade,2,personenauto,bromfiets,Onbekend,Unknown,Unknown,50.0,Unknown,Unknown,Unknown,Daglicht,Unknown,Spadinalaan,amsterdam,POINT (122226.76399999857 488942.7329999991),POINT (4.905793646699269 52.38736070056541),4.905793646699269,52.38736070056541,1,1,2,1
5737,361718,20210010921,2021,Letsel,2,snorfiets,fiets,Flank,Bocht,Binnen,50.0,Niet brandend,Beton,Droog,Daglicht,Droog,Cornelis Douwesweg,amsterdam,POINT (120223.86400000006 491993.51399999857),POINT (4.876057728490652 52.41465550048841),4.876057728490652,52.41465550048841,1,1,1,1
5738,361903,20220176742,2022,Uitsluitend materiele schade,2,personenauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,Stadionweg,amsterdam,POINT (120656.75580000132 484672.53599999845),POINT (4.88316863670079 52.34888722581366),4.88316863670079,52.34888722581366,1,1,2,1
5739,361906,20220178314,2022,Uitsluitend materiele schade,2,personenauto,fiets,Onbekend,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Prins Hendrikkade,amsterdam,POINT (122016.10509999841 487706.0791000016),POINT (4.902820769921868 52.37623392177262),4.902820769921868,52.37623392177262,1,1,2,1
5740,361945,20220178047,2022,Uitsluitend materiele schade,2,fiets,personenauto,Flank,Rotonde,Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,Droog,Vlaardingenlaan,amsterdam,POINT (118141.2939000018 484434.2718000002),POINT (4.8462783011699555 52.346582910925086),4.846278301169956,52.346582910925086,1,1,2,1
5741,362015,20220177881,2022,Letsel,2,personenauto,fiets,Onbekend,Rotonde,Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,Regen,Mauritskade,amsterdam,POINT (123324.99020000175 486262.6207999997),POINT (4.92217773579953 52.36333815435154),4.92217773579953,52.36333815435154,1,1,1,1
5742,362016,20220177894,2022,Uitsluitend materiele schade,2,motor,fiets,Flank,Rechte weg,Binnen,30.0,Brandend,Klinkers,Nat,Daglicht,Droog,Spaarndammerstraat,amsterdam,POINT (120403.62900000066 489241.5940000005),POINT (4.8789835523661065 52.389934757763264),4.8789835523661065,52.389934757763264,1,1,2,1
5743,362035,20220142207,2022,Letsel,2,bromfiets,fiets,Flank,Rechte weg,Binnen,50.0,Niet brandend,Beton,Droog,Daglicht,Droog,Westerdoksdijk,amsterdam,POINT (121371.16299999878 488670.63899999857),POINT (4.893253287107487 52.3848635679441),4.893253287107487,52.3848635679441,1,1,1,1
5744,362318,20220155635,2022,Letsel,2,personenauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,30.0,Brandend,Klinkers,Droog,Duisternis,Droog,Nieuwstad,amsterdam,POINT (131446.77120000124 479875.5185999982),POINT (5.041859283836432 52.30634236384816),5.041859283836432,52.30634236384816,-1,0,1,0
5745,362407,20220141840,2022,Uitsluitend materiele schade,2,personenauto,fiets,Onbekend,Rechte weg,Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,Baarsjesweg,amsterdam,POINT (118995.86400000006 486301.6160000004),POINT (4.858619312580018 52.363421915891074),4.858619312580018,52.363421915891074,1,1,2,1
5746,362458,20230049551,2023,Uitsluitend materiele schade,2,fiets,voetganger,Voetganger,Rechte weg,Binnen,50.0,Niet brandend,Beton,Droog,Daglicht,Droog,Vijzelstraat,amsterdam,POINT (121263.84299999848 486197.81599999964),POINT (4.891925213016765 52.36263301153487),4.891925213016765,52.36263301153487,1,1,2,1
5747,362503,20230050769,2023,Letsel,2,bromfiets,fiets,Frontaal,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,Stadionkade,amsterdam,POINT (119678.28079999983 484197.4107999988),POINT (4.868858555121175 52.344555105071144),4.868858555121175,52.34455510507114,1,1,1,1
5748,362529,20230058802,2023,Uitsluitend materiele schade,2,bromfiets,personenauto,Flank,Rechte weg,Binnen,30.0,Brandend,Klinkers,Droog,Duisternis,Droog,Burgemeester Eliasstraat,amsterdam,POINT (116774.85799999908 487959.99599999934),POINT (4.825825075749926 52.37817606075285),4.825825075749926,52.37817606075285,1,1,2,1
5749,362684,20230048762,2023,Uitsluitend materiele schade,2,personenauto,fiets,Kop/staart,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Marnixstraat,amsterdam,POINT (120318.07899999991 486880.1160000004),POINT (4.877970631111093 52.36870613765962),4.877970631111093,52.36870613765962,1,1,2,1
5750,362718,20230040089,2023,Uitsluitend materiele schade,2,fiets,fiets,Frontaal,Rechte weg,Binnen,Unknown,Brandend,Beton,Droog,Daglicht,Droog,Vondelpark,amsterdam,POINT (119037.54800000042 485391.5460000001),POINT (4.859328569658893 52.35524559565476),4.859328569658893,52.35524559565476,1,1,2,1
5751,362754,20230040715,2023,Letsel,2,snorfiets,personenauto,Flank,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,Droog,BOS EN LOMMER 3,amsterdam,POINT (118012.44799999893 488680.4653000012),POINT (4.843920358386596 52.384735844576255),4.843920358386596,52.384735844576255,1,1,1,1
5752,362807,20220210942,2022,Letsel,2,fiets,fiets,Flank,Rechte weg,Binnen,30.0,Brandend,Klinkers,Droog,Duisternis,Droog,Minervalaan,amsterdam,POINT (119937.11699999869 484573.7270000018),POINT (4.872617620447084 52.34795375200709),4.872617620447084,52.34795375200709,1,1,1,1
5753,362839,20220211640,2022,Uitsluitend materiele schade,2,fiets,personenauto,Flank,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Klinkers,Nat,Daglicht,Droog,Watermanstraat,amsterdam,POINT (120460.18719999865 492102.7399000004),POINT (4.8795198744968475 52.4156520686133),4.879519874496848,52.4156520686133,1,1,2,1
5754,362939,20220211788,2022,Uitsluitend materiele schade,3,personenauto,fiets,Onbekend,Rechte weg,Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,Runstraat,amsterdam,POINT (120699.58100000024 486898.15300000086),POINT (4.883570165308752 52.36889220060399),4.883570165308752,52.36889220060399,1,1,2,1
5755,362984,20220211159,2022,Letsel,2,motor,e-bike,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Insulindeweg,amsterdam,POINT (125106.4886999987 486479.498399999),POINT (4.948312199925681 52.365387150788244),4.948312199925681,52.36538715078824,1,1,1,1
5756,363224,20220210736,2022,Uitsluitend materiele schade,2,personenauto,fiets,Flank,Rotonde,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Burg Van de Pollstraat,amsterdam,POINT (117268.53049999848 487678.0003999993),POINT (4.833106550310865 52.375675854944994),4.833106550310865,52.375675854944994,1,1,2,1
5757,363225,20220211409,2022,Uitsluitend materiele schade,2,bromfiets,personenauto,Flank,"Kruispunt, 3 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,Droog,Willem Schermerhornstr,amsterdam,POINT (115226.16319999844 488455.1779000014),POINT (4.80302323504044 52.38251633535014),4.80302323504044,52.38251633535014,1,1,2,1
5758,363226,20220211427,2022,Uitsluitend materiele schade,2,bromfiets,bestelauto,Flank,"Kruispunt, 4 takken",Binnen,Unknown,Niet brandend,Unknown,Droog,Daglicht,Droog,Wiltzanghlaan,amsterdam,POINT (118205.5709999986 488352.31639999896),POINT (4.846792828361331 52.381799677587175),4.846792828361331,52.381799677587175,1,1,2,1
5759,363304,20220210788,2022,Letsel,1,fiets,unknown,Eenzijdig,Rechte weg,Binnen,50.0,Brandend,Klinkers,Droog,Duisternis,Droog,Elandsgracht,amsterdam,POINT (120268.21200000122 486861.40199999884),POINT (4.877240396569333 52.368534798333265),4.877240396569333,52.36853479833327,1,1,1,1
5760,363662,20230111199,2023,Letsel,2,personenauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,Droog,van Houten Industriepark,amsterdam,POINT (131038.34200000018 479526.9070000015),POINT (5.035895637036367 52.3031915676941),5.035895637036367,52.3031915676941,-1,0,1,0
5761,363790,20230074638,2023,Letsel,2,bromfiets,fiets,Frontaal,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Gerrit van der Puijstr,amsterdam,POINT (114495.38800000027 483800.42379999906),POINT (4.792851127876249 52.340629745449206),4.792851127876249,52.340629745449206,1,1,1,1
5762,363832,20230024392,2023,Uitsluitend materiele schade,2,bromfiets,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Brandend,ZOAB,Nat,Duisternis,Droog,Jan Evertsenstraat,amsterdam,POINT (118078.68030000106 486957.3471000008),POINT (4.845082488563552 52.36925424794261),4.845082488563552,52.36925424794261,1,1,2,1
5763,363858,20230020454,2023,Uitsluitend materiele schade,2,fiets,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,Sneeuw/Hagel,Kinkerstraat,amsterdam,POINT (119919.66899999976 486716.02899999917),POINT (4.872138135811316 52.36720613843117),4.872138135811316,52.36720613843117,1,1,2,1
5764,363871,20230067483,2023,Uitsluitend materiele schade,3,motor,fiets,Onbekend,"Kruispunt, 4 takken",Binnen,50.0,Brandend,ZOAB,Droog,Duisternis,Droog,AMSTERDAM-OUD ZUID 8,amsterdam,POINT (118946.63280000165 483609.68360000104),POINT (4.858185011707116 52.33922551031678),4.858185011707116,52.33922551031678,1,1,2,1
5765,363944,20230078770,2023,Uitsluitend materiele schade,2,bromfiets,fiets,Flank,"Kruispunt, 3 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,Droog,Slotermeerlaan,amsterdam,POINT (116512.38960000128 488480.7553999983),POINT (4.821910952021939 52.38283788938758),4.821910952021939,52.38283788938758,1,1,2,1
5766,363992,20230078273,2023,Uitsluitend materiele schade,1,fiets,unknown,Eenzijdig,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Plantage Kerklaan,amsterdam,POINT (122586.83399999887 486557.63800000027),POINT (4.911312646903814 52.365946508738666),4.911312646903814,52.365946508738666,1,1,2,1
